STATE/UT,DISTRICT,YEAR,MURDER,RAPE,KIDNAPPING & ABDUCTION,THEFT,OTHER IPC CRIMES,TOTAL IPC CRIMES
BIHAR,JEHANABAD,2014,70,6,38,344,487,1430
BIHAR,KATIHAR,2014,78,79,71,400,804,1899
BIHAR,KATIHAR RLY.,2014,10,2,5,473,139,445
BIHAR,KHAGARIA,2014,55,18,43,286,630,1554
BIHAR,KISHANGANJ,2014,34,32,80,288,416,1052
BIHAR,LAKHISARAI,2014,67,13,50,197,334,914
BIHAR,MADHEPURA,2014,62,11,23,192,705,1175
BIHAR,MADHUBANI,2014,60,61,69,558,788,2721
BIHAR,MOTIHARI,2014,128,29,129,962,1992,4331
BIHAR,MUNGER,2014,65,11,43,399,771,1672
BIHAR,MUZAFFARPUR,2014,198,166,300,1906,2886,6810
BIHAR,MUZAFFARPUR RLY.,2014,21,2,10,814,93,685
BIHAR,NALANDA,2014,235,43,144,913,1001,3403
BIHAR,NAUGACHIA,2014,51,7,27,183,602,1059
BIHAR,NAWADAH,2014,85,37,67,236,671,1772
BIHAR,PATNA,2014,588,46,270,4471,4483,10632
BIHAR,PATNA RLY.,2014,25,2,5,1519,212,1135
BIHAR,PURNEA,2014,134,62,76,710,1082,2275
BIHAR,ROHTAS,2014,140,12,44,690,1431,2854
BIHAR,SAHARSA,2014,51,21,47,324,332,1554
BIHAR,SAMASTIPUR,2014,139,28,123,744,1380,3159
BIHAR,SARAN,2014,166,17,159,761,2152,4851
BIHAR,SHEIKHPURA,2014,44,3,20,125,432,794
BIHAR,SHEOHAR,2014,10,13,8,62,129,389
BIHAR,SITAMARHI,2014,82,70,112,576,1436,2734
BIHAR,SIWAN,2014,134,7,104,553,546,2294
BIHAR,SUPAUL,2014,39,25,25,328,952,1843
BIHAR,VAISHALI,2014,107,42,217,926,2546,5032
CHHATTISGARH,BALRAMPUR,2014,41,27,6,100,156,489
CHHATTISGARH,BILASPUR,2014,86,61,21,2029,2769,5327
CHHATTISGARH,BIZAPUR,2014,24,3,1,31,71,260
CHHATTISGARH,DANTEWARA,2014,70,11,8,185,296,702
CHHATTISGARH,DHAMTARI,2014,18,37,5,268,723,1270
CHHATTISGARH,DURG,2014,55,124,41,2252,3412,6518
CHHATTISGARH,GRP RAIPUR,2014,4,2,2,459,77,351
CHHATTISGARH,JAGDALPUR,2014,63,82,20,568,1206,2197
CHHATTISGARH,JANJGIR,2014,56,30,8,775,1045,2398
CHHATTISGARH,JASHPUR,2014,46,56,4,231,289,835
CHHATTISGARH,KABIRDHAM,2014,14,22,7,305,350,1114
CHHATTISGARH,KANKER,2014,48,22,12,209,476,966
CHHATTISGARH,KORBA,2014,50,34,6,823,969,2210
CHHATTISGARH,KORIYA,2014,33,50,4,449,607,1486
CHHATTISGARH,MAHASAMUND,2014,23,35,3,459,661,1489
CHHATTISGARH,NARAYANPUR,2014,21,1,1,45,35,165
CHHATTISGARH,RAIGARH,2014,55,45,17,881,785,2035
CHHATTISGARH,RAIPUR,2014,88,143,31,2455,3614,6970
CHHATTISGARH,RAJNANDGAON,2014,45,61,4,624,1437,2380
CHHATTISGARH,SARGUJA,2014,112,123,13,963,1165,2765
GOA,NORTH GOA,2014,26,13,3,754,390,1227
GOA,SOUTH GOA,2014,19,24,10,531,256,900
GUJARAT,AHMEDABAD COMMR.,2014,97,40,215,12624,6782,17553
GUJARAT,AHMEDABAD,2014,26,12,32,628,1603,2813
GUJARAT,AHWA-DANG,2014,4,2,0,14,48,124
GUJARAT,AMRELI,2014,29,5,26,445,1174,2240
GUJARAT,ANAND,2014,23,12,41,886,1710,3216
GUJARAT,BHARUCH,2014,39,14,21,898,1306,2747
GUJARAT,BHAVNAGAR,2014,53,22,71,1842,3261,5341
GUJARAT,DAHOD,2014,45,9,28,459,828,1759
GUJARAT,GANDHINAGAR,2014,25,8,15,997,1438,2756
GUJARAT,HIMATNAGAR,2014,35,10,47,613,2395,4053
GUJARAT,JAMNAGAR,2014,45,8,32,944,2343,3794
GUJARAT,JUNAGADH,2014,40,9,57,1255,2420,4764
GUJARAT,KHEDA NORTH,2014,56,8,24,935,2092,3643
GUJARAT,KUTCH,2014,28,13,37,1045,1798,3638
GUJARAT,MEHSANA,2014,41,4,54,1520,1841,4549
GUJARAT,NARMADA,2014,15,6,8,84,305,590
GUJARAT,NAVSARI,2014,26,5,7,379,725,1199
GUJARAT,PALANPUR,2014,38,21,37,881,1262,3544
GUJARAT,PANCHMAHAL,2014,51,7,28,914,1053,2306
GUJARAT,PATAN,2014,19,6,29,554,1128,2186
GUJARAT,PORBANDAR,2014,11,1,7,200,542,1008
GUJARAT,RAJKOT COMMR.,2014,37,9,39,2788,1832,4339
GUJARAT,RAJKOT,2014,36,17,41,932,2184,4178
GUJARAT,SURAT COMMR.,2014,79,24,72,3464,732,4131
GUJARAT,SURAT,2014,47,14,13,410,1486,2614
GUJARAT,SURENDRANAGAR,2014,28,13,27,688,1472,2850
GUJARAT,VADODARA COMMR.,2014,28,6,44,3356,2357,5551
GUJARAT,VADODARA,2014,90,22,56,713,1573,3142
GUJARAT,VALSAD,2014,36,9,22,955,1449,2565
GUJARAT,W.RLY,2014,13,3,3,2643,758,2276
HARYANA,AMBALA,2014,33,10,22,701,1018,2225
HARYANA,BHIWANI,2014,52,28,19,825,918,2181
HARYANA,FARIDABAD,2014,73,42,66,1880,2821,5585
HARYANA,FATEHABAD,2014,29,9,17,300,493,1104
HARYANA,GRP,2014,27,2,3,365,551,931
HARYANA,GURGAON,2014,72,36,55,2406,1897,4077
HARYANA,HISSAR,2014,50,16,43,1066,1030,2464
HARYANA,JHAJJAR,2014,42,11,11,420,436,1336
HARYANA,JIND,2014,45,7,9,357,431,1008
HARYANA,KAITHAL,2014,27,18,13,493,434,1226
HARYANA,KARNAL,2014,43,31,15,950,322,2352
HARYANA,KURUKSHETRA,2014,30,21,11,1043,786,2050
HARYANA,MAHENDRAGARH,2014,16,20,13,292,664,1233
HARYANA,PANCHKULA,2014,8,6,6,498,638,1169
HARYANA,PANIPAT,2014,43,38,19,1010,482,1817
HARYANA,REWARI,2014,17,16,24,545,846,1558
HARYANA,ROHTAK,2014,67,29,19,954,606,1867
HARYANA,SIRSA,2014,27,17,16,662,497,1531
HARYANA,SONIPAT,2014,71,13,25,933,625,2051
HARYANA,YAMUNANAGAR,2014,26,16,17,446,614,1331
HIMACHAL PRADESH,BILASPUR,2014,9,10,8,155,724,1103
HIMACHAL PRADESH,CHAMBA,2014,9,14,22,188,264,627
HIMACHAL PRADESH,G.R.P.,2014,0,0,0,4,6,8
HIMACHAL PRADESH,HAMIRPUR,2014,10,5,10,121,444,936
HIMACHAL PRADESH,KANGRA,2014,21,15,15,260,1343,2057
HIMACHAL PRADESH,KINNAUR,2014,3,8,3,58,74,190
HIMACHAL PRADESH,KULLU,2014,9,13,13,137,469,790
HIMACHAL PRADESH,LAHAUL-SPITI,2014,2,0,0,3,27,52
HIMACHAL PRADESH,MANDI,2014,20,15,7,225,1071,1735
HIMACHAL PRADESH,SHIMLA,2014,12,34,16,452,1187,1992
HIMACHAL PRADESH,SIRMAUR,2014,10,9,13,93,380,692
HIMACHAL PRADESH,SOLAN,2014,7,20,9,229,603,1344
HIMACHAL PRADESH,UNA,2014,10,10,7,152,423,800
JAMMU & KASHMIR,ANANTNAG,2014,71,17,60,365,646,1473
JAMMU & KASHMIR,AWANTIPORA,2014,18,8,12,107,205,384
JAMMU & KASHMIR,BARAMULLA,2014,88,15,87,539,806,1815
JAMMU & KASHMIR,BORDER,2014,7,4,11,52,548,713
JAMMU & KASHMIR,BUDGAM,2014,63,6,61,362,376,989
JAMMU & KASHMIR,CRIME JAMMU,2014,0,0,0,0,0,52
JAMMU & KASHMIR,CRIME SRINAGAR,2014,0,0,0,0,0,108
JAMMU & KASHMIR,DODA,2014,83,4,20,92,334,751
JAMMU & KASHMIR,GANDERBAL,2014,17,12,34,183,223,608
JAMMU & KASHMIR,HANDWARA,2014,25,7,34,97,147,434
JAMMU & KASHMIR,JAMMU,2014,36,19,54,1039,2329,3626
JAMMU & KASHMIR,KARGIL,2014,1,1,1,8,74,97
JAMMU & KASHMIR,KATHUA,2014,17,10,24,127,669,967
JAMMU & KASHMIR,KULGAM,2014,50,11,42,102,260,577
JAMMU & KASHMIR,KUPWARA,2014,32,20,46,168,272,732
JAMMU & KASHMIR,LEH,2014,2,3,4,23,113,153
JAMMU & KASHMIR,POONCH,2014,80,11,18,91,212,586
JAMMU & KASHMIR,PULWAMA,2014,54,0,47,276,233,903
JAMMU & KASHMIR,RAILWAYS,2014,1,1,0,18,5,16
JAMMU & KASHMIR,RAJOURI,2014,57,22,34,239,638,1197
JAMMU & KASHMIR,RAMBAN,2014,49,7,12,99,340,598
JAMMU & KASHMIR,REASI,2014,37,5,11,40,142,293
JAMMU & KASHMIR,SRINAGAR,2014,47,24,115,1131,1153,2837
JAMMU & KASHMIR,UDHAMPUR,2014,10,11,8,269,952,1282
JHARKHAND,BOKARO,2014,60,48,40,1086,381,2194
JHARKHAND,CHAIBASA,2014,172,37,19,244,204,730
JHARKHAND,CHATRA,2014,31,18,4,204,481,840
JHARKHAND,DEOGHAR,2014,40,37,5,274,764,1283
JHARKHAND,DHANBAD,2014,101,38,72,1199,1561,3201
JHARKHAND,DHANBAD RLY.,2014,5,2,2,520,77,408
JHARKHAND,DUMKA,2014,71,50,15,243,220,1008
JHARKHAND,GARHWA,2014,42,32,9,185,229,869
JHARKHAND,GIRIDIH,2014,76,39,23,389,1008,1955
JHARKHAND,GODDA,2014,31,86,21,312,1310,2203
JHARKHAND,GUMLA,2014,116,31,9,194,265,689
JHARKHAND,HAZARIBAGH,2014,97,71,33,1243,1035,2621
JHARKHAND,JAMSHEDPUR,2014,90,76,50,1263,1149,2755
JHARKHAND,JAMSHEDPUR RLY.,2014,2,1,1,240,56,201
JHARKHAND,JAMTARA,2014,20,25,13,174,135,534
JHARKHAND,KODERMA,2014,30,6,13,137,178,785
JHARKHAND,LATEHAR,2014,45,12,8,91,173,456
JHARKHAND,LOHARDAGGA,2014,45,14,2,96,230,432
JHARKHAND,PAKUR,2014,41,37,6,93,349,584
JHARKHAND,PALAMU,2014,72,14,16,349,499,1549
JHARKHAND,RANCHI,2014,270,55,67,1861,1992,4306
JHARKHAND,SAHEBGANJ,2014,47,26,22,234,242,730
JHARKHAND,SARAIKELA,2014,53,26,16,282,308,824
JHARKHAND,SIMDEGA,2014,46,16,2,34,123,282
KARNATAKA,BAGALKOT,2014,39,3,24,368,1009,2038
KARNATAKA,BANGALORE COMMR.,2014,216,32,175,18811,11008,28526
KARNATAKA,BANGALORE,2014,154,29,42,2657,4118,8084
KARNATAKA,BELGAUM,2014,108,5,26,800,2504,4657
KARNATAKA,BELLARY,2014,43,5,17,721,2433,3850
KARNATAKA,BIDAR,2014,41,8,25,667,2003,4045
KARNATAKA,BIJAPUR,2014,70,8,21,381,1607,3109
KARNATAKA,CHAMARAJNAGAR,2014,26,7,9,407,592,1627
KARNATAKA,CHICKMAGALUR,2014,32,7,13,629,1131,2823
KARNATAKA,CHITRADURGA,2014,36,16,7,633,1822,3672
KARNATAKA,DAKSHIN KANNADA,2014,26,12,13,786,2504,4133
KARNATAKA,DAVANAGERE,2014,42,8,10,708,1433,2950
KARNATAKA,DHARWAD COMMR.,2014,17,1,10,611,841,1698
KARNATAKA,DHARWAD,2014,28,3,3,186,503,918
KARNATAKA,GADAG,2014,18,1,5,188,434,947
KARNATAKA,GULBARGA,2014,106,23,40,732,1789,4684
KARNATAKA,HASSAN,2014,61,16,19,1116,1802,4298
KARNATAKA,HAVERI,2014,25,9,7,300,1114,1970
KARNATAKA,K.G.F.,2014,17,2,8,253,272,833
KARNATAKA,KODAGU,2014,21,8,3,371,559,1459
KARNATAKA,KOLAR,2014,59,16,28,902,1284,3129
KARNATAKA,KOPPAL,2014,26,8,4,178,579,1103
KARNATAKA,MANDYA,2014,58,15,8,790,1524,3380
KARNATAKA,MYSORE COMMR.,2014,30,4,7,1169,946,2159
KARNATAKA,MYSORE,2014,46,11,11,634,903,2600
KARNATAKA,RAICHUR,2014,54,6,11,324,1079,2333
KARNATAKA,RAILWAYS,2014,20,0,4,1297,148,879
KARNATAKA,SHIMOGA,2014,49,11,22,839,1678,3749
KARNATAKA,TUMKUR,2014,66,15,8,1270,1905,4251
KARNATAKA,UDUPI,2014,18,0,8,328,1476,2240
KARNATAKA,UTTAR KANNADA,2014,24,2,4,247,1518,2296
KERALA,ALAPUZHA,2014,20,12,11,568,4586,7082
KERALA,CBCID,2014,25,0,0,53,0,226
KERALA,ERNAKULAM COMMR.,2014,24,7,18,1335,4539,6756
KERALA,ERNAKULAM,2014,48,21,10,924,7204,8777
KERALA,IDUKKI,2014,39,15,10,563,2053,4229
KERALA,KANNUR,2014,35,33,4,569,2270,4621
KERALA,KASARGOD,2014,25,29,4,531,542,2669
KERALA,KOLLAM,2014,194,55,20,1083,4764,9448
KERALA,KOTTAYAM,2014,24,28,13,1019,4550,7919
KERALA,KOZHIKODE COMMR.,2014,32,13,15,1055,1963,4164
KERALA,KOZHIKODE,2014,55,30,10,633,2019,4238
KERALA,MALAPPURAM,2014,54,57,10,1072,3422,6777
KERALA,PALAKKAD,2014,77,36,13,893,2645,5668
KERALA,PATHANAMTHITTA,2014,30,18,19,516,1641,4409
KERALA,RAILWAYS,2014,3,0,1,247,12,185
KERALA,THRISSUR,2014,97,41,22,1547,4477,10143
KERALA,TRIVANDRUM COMMR.,2014,23,18,21,1417,2594,5577
KERALA,TRIVANDRUM,2014,68,42,28,1202,4484,8742
KERALA,WAYANADU,2014,17,25,3,472,341,2395
MADHYA PRADESH,ANUPPUR,2014,24,28,4,378,838,1458
MADHYA PRADESH,ASHOK NAGAR,2014,27,35,3,424,520,1954
MADHYA PRADESH,BALAGHAT,2014,76,86,10,594,1558,3053
MADHYA PRADESH,BARWANI,2014,32,30,1,523,1259,2255
MADHYA PRADESH,BETUL,2014,61,110,17,516,1587,3018
MADHYA PRADESH,BHIND,2014,60,29,33,786,1865,3802
MADHYA PRADESH,BHOPAL,2014,71,84,43,5276,10572,15718
MADHYA PRADESH,BHOPAL RLY.,2014,6,1,1,2624,283,1673
MADHYA PRADESH,BURHANPUR,2014,25,18,2,335,1008,1523
MADHYA PRADESH,CHHATARPUR,2014,58,62,19,692,1958,3528
MADHYA PRADESH,CHHINDWARA,2014,68,132,15,766,1644,4126
MADHYA PRADESH,DAMOH,2014,49,54,9,503,765,2645
MADHYA PRADESH,DATIYA,2014,60,25,18,448,999,2089
MADHYA PRADESH,DEWAS,2014,48,82,30,2091,4392,7197
MADHYA PRADESH,DHAR,2014,100,109,30,1357,2590,5045
MADHYA PRADESH,DINDORI,2014,15,34,3,126,452,826
MADHYA PRADESH,GUNA,2014,53,78,6,801,1304,3421
MADHYA PRADESH,GWALIOR,2014,99,58,52,3691,3916,8428
MADHYA PRADESH,HARDA,2014,15,31,3,288,355,1092
MADHYA PRADESH,HOSHANGABAD,2014,126,51,20,1035,1711,3484
MADHYA PRADESH,INDORE,2014,113,97,47,6179,8676,15350
MADHYA PRADESH,INDORE RLY.,2014,5,1,0,306,107,288
MADHYA PRADESH,JABALPUR,2014,84,102,39,2771,2915,9524
MADHYA PRADESH,JABALPUR RLY.,2014,4,7,0,597,169,515
MADHYA PRADESH,JHABUA,2014,141,22,43,467,1252,2566
MADHYA PRADESH,KATNI,2014,35,30,4,558,705,2516
MADHYA PRADESH,KHANDWA,2014,36,57,14,887,2549,3791
MADHYA PRADESH,KHARGON,2014,36,63,18,1795,1331,4367
MADHYA PRADESH,MANDLA,2014,22,44,4,225,1128,1985
MADHYA PRADESH,MANDSAUR,2014,27,40,17,1240,1397,2997
MADHYA PRADESH,MORENA,2014,69,55,15,1000,2468,4976
MADHYA PRADESH,NARSINGHPUR,2014,33,42,4,388,601,2349
MADHYA PRADESH,NEEMUCH,2014,19,23,6,854,885,2204
MADHYA PRADESH,PANNA,2014,42,34,10,291,816,1384
MADHYA PRADESH,RAISEN,2014,44,67,11,543,2064,3358
MADHYA PRADESH,RAJGARH,2014,32,98,19,1238,3033,5098
MADHYA PRADESH,RATLAM,2014,44,71,19,943,2229,3661
MADHYA PRADESH,REWA,2014,65,52,36,1753,1900,4478
MADHYA PRADESH,SAGAR,2014,69,141,30,1286,2569,7143
MADHYA PRADESH,SATNA,2014,62,64,17,1278,2223,4877
MADHYA PRADESH,SEONI,2014,24,74,10,356,1204,2278
MADHYA PRADESH,SHAHDOL,2014,36,47,10,703,1415,2518
MADHYA PRADESH,SHAJAPUR,2014,41,74,15,1618,1081,3995
MADHYA PRADESH,SHEOPUR,2014,12,21,5,237,416,1053
MADHYA PRADESH,SHIVPURI,2014,78,61,28,836,2328,3824
MADHYA PRADESH,SIDHI,2014,63,51,27,913,1910,3719
MADHYA PRADESH,SIHORE,2014,32,62,5,908,1669,3042
MADHYA PRADESH,TIKAMGARH,2014,59,43,11,639,1123,2923
MADHYA PRADESH,UJJAIN,2014,62,65,36,3859,4655,8685
MADHYA PRADESH,UMARIYA,2014,55,30,2,315,553,1212
MADHYA PRADESH,VIDISHA,2014,50,100,11,769,1964,3856
MAHARASHTRA,AHMEDNAGAR,2014,98,41,25,2355,1321,4738
MAHARASHTRA,AKOLA,2014,55,38,23,2285,1387,4354
MAHARASHTRA,AMRAVATI COMMR.,2014,23,17,21,1963,764,2740
MAHARASHTRA,AMRAVATI,2014,67,56,20,2102,847,3660
MAHARASHTRA,AURANGABAD COMMR.,2014,31,12,15,1436,550,2326
MAHARASHTRA,AURANGABAD,2014,41,10,11,827,647,2777
MAHARASHTRA,BEED,2014,58,24,19,1807,678,3936
MAHARASHTRA,BHANDARA,2014,28,36,16,1202,866,2550
MAHARASHTRA,BULDHANA,2014,50,39,20,1711,986,3705
MAHARASHTRA,CHANDRAPUR,2014,64,31,18,1696,1078,3539
MAHARASHTRA,DHULE,2014,35,11,3,638,748,2042
MAHARASHTRA,GADCHIROLI,2014,48,31,8,441,391,1367
MAHARASHTRA,GONDIA,2014,28,30,21,836,588,1898
MAHARASHTRA,HINGOLI,2014,37,13,15,551,391,1689
MAHARASHTRA,JALGAON,2014,85,36,12,1562,1242,4336
MAHARASHTRA,JALNA,2014,53,10,10,914,583,2603
MAHARASHTRA,KOLHAPUR,2014,58,15,20,1485,923,3132
MAHARASHTRA,LATUR,2014,65,22,19,987,926,3382
MAHARASHTRA,MUMBAI,2014,257,187,178,26300,6451,29453
MAHARASHTRA,MUMBAI RLY.,2014,9,1,2,3578,93,2020
MAHARASHTRA,NAGPUR COMMR.,2014,114,41,49,6179,2613,8518
MAHARASHTRA,NAGPUR RLY.,2014,5,2,2,2062,137,1249
MAHARASHTRA,NAGPUR,2014,78,48,27,2520,1573,4884
MAHARASHTRA,NANDED,2014,94,31,23,1701,1974,5687
MAHARASHTRA,NANDURBAR,2014,35,20,9,477,320,1247
MAHARASHTRA,NASIK COMMR.,2014,23,15,17,1983,563,2606
MAHARASHTRA,NASIK,2014,99,33,24,1193,1122,4344
MAHARASHTRA,NAVI MUMBAI,2014,61,17,19,2594,776,3688
MAHARASHTRA,OSMANABAD,2014,47,26,12,852,640,2418
MAHARASHTRA,PARBHANI,2014,43,13,12,806,358,2444
MAHARASHTRA,PUNE COMMR.,2014,103,63,70,8783,2573,10754
MAHARASHTRA,PUNE RLY.,2014,4,0,0,268,34,186
MAHARASHTRA,PUNE,2014,139,31,26,2138,1477,4830
MAHARASHTRA,RAIGAD,2014,61,19,13,673,693,2127
MAHARASHTRA,RATNAGIRI,2014,17,23,6,558,318,1301
MAHARASHTRA,SANGLI,2014,69,30,14,1393,554,2588
MAHARASHTRA,SATARA,2014,60,22,20,1456,1094,3288
MAHARASHTRA,SINDHUDURG,2014,12,5,5,295,261,791
MAHARASHTRA,SOLAPUR COMMR.,2014,20,19,10,966,517,1737
MAHARASHTRA,SOLAPUR,2014,105,41,18,1070,814,2990
MAHARASHTRA,THANE COMMR.,2014,116,57,67,5476,450,7286
MAHARASHTRA,THANE,2014,149,60,42,1823,818,4250
MAHARASHTRA,WARDHA,2014,45,31,25,1520,1303,3692
MAHARASHTRA,WASHIM,2014,30,19,17,974,604,2233
MAHARASHTRA,YAVATMAL,2014,92,62,42,2356,1374,4917
MANIPUR,BISHNUPUR,2014,19,3,14,57,76,283
MANIPUR,CHANDEL,2014,6,1,1,13,32,64
MANIPUR,CHURACHANDPUR,2014,28,0,7,19,54,120
MANIPUR,IMPHAL(EAST),2014,24,7,23,62,164,467
MANIPUR,IMPHAL(WEST),2014,29,9,38,325,439,1053
MANIPUR,SENAPATI,2014,7,0,7,18,69,117
MANIPUR,TAMENGLONG,2014,1,0,5,14,21,37
MANIPUR,THOUBAL,2014,38,11,32,31,125,346
MANIPUR,UKHRUL,2014,10,0,1,18,19,48
MEGHALAYA,GARO HILLS EAST,2014,8,0,3,64,20,98
MEGHALAYA,GARO HILLS SOUTH,2014,5,1,2,19,7,33
MEGHALAYA,GARO HILLS WEST,2014,19,12,10,81,27,212
MEGHALAYA,JAINTIA HILLS,2014,34,11,6,147,83,305
MEGHALAYA,KHASI HILLS EAST,2014,34,17,29,577,192,762
MEGHALAYA,KHASI HILLS WEST,2014,14,9,2,68,30,123
MEGHALAYA,RI-BHOI,2014,17,4,2,103,75,219
MIZORAM,AIZAWL,2014,11,6,6,772,150,670
MIZORAM,CHAMPHAI,2014,6,3,2,151,20,161
MIZORAM,KOLASIB,2014,4,2,1,16,5,47
MIZORAM,LAWNGTLAI,2014,3,1,1,81,20,99
MIZORAM,LUNGLEI,2014,5,2,2,231,70,250
MIZORAM,MAMIT,2014,3,2,1,15,5,38
MIZORAM,SAIHA,2014,3,1,1,120,40,142
MIZORAM,SERCHHIP,2014,2,3,1,90,10,108
NAGALAND,DIMAPUR,2014,22,2,9,286,78,333
NAGALAND,KIPHIRE,2014,0,0,0,21,6,21
NAGALAND,KOHIMA,2014,12,10,9,102,51,202
NAGALAND,MOKOKCHUNG,2014,6,1,1,27,12,62
NAGALAND,MON,2014,6,0,2,72,21,96
NAGALAND,PEREN,2014,4,2,0,7,2,14
NAGALAND,PHEK,2014,8,1,0,13,13,44
NAGALAND,TUENSANG,2014,10,1,0,25,21,58
NAGALAND,WOKHA,2014,5,0,2,84,20,85
NAGALAND,ZUNHEBOTO,2014,2,1,0,60,15,69
ODISHA,ANGUL,2014,51,27,10,555,881,1889
ODISHA,BALASORE,2014,29,44,35,564,1488,2504
ODISHA,BARAGARH,2014,35,22,14,387,611,1399
ODISHA,BERHAMPUR,2014,21,16,13,427,518,1152
ODISHA,BHADRAK,2014,23,31,17,259,1079,1662
ODISHA,BOLANGIR,2014,32,33,6,406,901,1667
ODISHA,BOUDH,2014,10,7,4,115,40,397
ODISHA,CUTTACK,2014,41,45,51,1883,1729,3973
ODISHA,DEOGARH,2014,15,13,3,106,123,470
ODISHA,DHENKANAL,2014,35,19,20,315,645,1469
ODISHA,GAJAPATI,2014,18,5,7,78,194,402
ODISHA,GANJAM,2014,65,15,18,517,651,1922
ODISHA,JAGATSINGHPUR,2014,30,19,29,362,623,1347
ODISHA,JAJPUR,2014,27,15,21,480,781,1778
ODISHA,JHARSUGUDA,2014,15,12,9,225,385,887
ODISHA,KALAHANDI,2014,23,22,11,246,344,870
ODISHA,KANDHAMAL,2014,23,26,17,207,12,823
ODISHA,KENDRAPARA,2014,31,19,8,227,623,994
ODISHA,KEONJHAR,2014,60,39,14,424,865,1933
ODISHA,KHURDA,2014,62,44,57,2995,1383,5337
ODISHA,KORAPUT,2014,56,40,20,358,800,1587
ODISHA,MALKANGIR,2014,45,19,2,110,188,507
ODISHA,MAYURBHANJ,2014,78,84,26,602,1101,2234
ODISHA,NAYAGARH,2014,31,17,20,288,226,842
ODISHA,NOWRANGPUR,2014,15,16,13,169,295,683
ODISHA,NUAPADA,2014,7,10,7,143,441,704
ODISHA,PURI,2014,40,36,30,747,1508,2527
ODISHA,RAYAGADA,2014,26,19,4,178,498,951
ODISHA,ROURKELA,2014,15,10,9,561,643,1271
ODISHA,SAMBALPUR,2014,43,22,16,655,948,1841
ODISHA,SONEPUR,2014,9,5,1,109,198,375
ODISHA,SRP(CUTTACK),2014,4,0,3,550,90,402
ODISHA,SRP(ROURKELA),2014,7,2,0,193,92,228
ODISHA,SUNDARGARH,2014,69,17,11,437,154,1712
PUNJAB,AMRITSAR,2014,52,25,31,470,416,1444
PUNJAB,BARNALA,2014,23,13,8,143,118,474
PUNJAB,BATALA,2014,28,8,8,136,157,565
PUNJAB,BHATINDA,2014,53,22,26,386,437,1319
PUNJAB,FARIDKOT,2014,19,13,15,144,187,611
PUNJAB,FATEHGARH SAHIB,2014,30,4,10,124,145,557
PUNJAB,FEROZEPUR,2014,51,30,19,434,364,1482
PUNJAB,G.R.P,2014,10,0,0,61,260,361
PUNJAB,GURDASPUR,2014,29,16,8,176,254,724
PUNJAB,HOSHIARPUR,2014,43,23,21,220,278,1175
PUNJAB,JAGRAON,2014,36,20,28,295,318,942
PUNJAB,JALANDHAR,2014,87,31,53,726,782,2753
PUNJAB,KAPURTHALA,2014,28,12,12,163,200,807
PUNJAB,KHANNA,2014,27,8,14,179,104,357
PUNJAB,LUDHIANA,2014,65,48,70,891,1046,2877
PUNJAB,MAJITHA,2014,42,14,16,151,147,652
PUNJAB,MANSA,2014,34,8,5,106,188,587
PUNJAB,MOGA,2014,37,11,14,177,161,749
PUNJAB,MUKTSAR,2014,23,7,10,157,125,571
PUNJAB,NAWAN SHAHR,2014,24,14,16,266,115,766
PUNJAB,PATIALA,2014,58,20,45,815,941,2814
PUNJAB,ROPAR,2014,28,8,12,347,397,1152
PUNJAB,SANGRUR,2014,53,21,16,332,350,1267
PUNJAB,TARN TARAN,2014,43,14,6,127,147,624
RAJASTHAN,AJMER,2014,43,48,101,2059,3400,6775
RAJASTHAN,ALWAR,2014,60,43,86,2510,2245,7163
RAJASTHAN,BANSWARA,2014,27,20,54,279,803,2984
RAJASTHAN,BARAN,2014,39,50,63,691,1777,3301
RAJASTHAN,BARMER,2014,18,14,21,517,1019,2559
RAJASTHAN,BHARATPUR,2014,93,44,128,1767,3995,7528
RAJASTHAN,BHILWARA,2014,41,44,157,2039,3372,6297
RAJASTHAN,BIKANER,2014,52,41,31,1186,1758,3937
RAJASTHAN,BUNDI,2014,17,47,99,877,1658,4154
RAJASTHAN,CHITTORGARH,2014,52,67,184,1684,1802,6861
RAJASTHAN,CHURU,2014,33,15,31,527,767,2713
RAJASTHAN,DAUSA,2014,30,14,50,1060,2734,4053
RAJASTHAN,DHOLPUR,2014,32,31,44,666,651,3043
RAJASTHAN,DUNGARPUR,2014,26,17,40,223,1146,1910
RAJASTHAN,G.R.P.,2014,3,1,3,1112,362,972
RAJASTHAN,GANGANAGAR,2014,60,50,69,1205,1994,5512
RAJASTHAN,HANUMANGARH,2014,52,38,35,791,1793,3846
RAJASTHAN,JAIPUR,2014,93,81,227,9066,8511,20209
RAJASTHAN,JAISALMER,2014,5,2,10,369,467,821
RAJASTHAN,JALORE,2014,30,5,27,331,1754,2411
RAJASTHAN,JHALAWAR,2014,50,40,88,1093,1063,3838
RAJASTHAN,JHUNJHUNU,2014,32,26,40,777,2547,3917
RAJASTHAN,JODHPUR,2014,49,19,66,2753,1457,6883
RAJASTHAN,KARAULI,2014,26,45,75,725,2198,3373
RAJASTHAN,KOTA,2014,51,42,137,2777,3290,7221
RAJASTHAN,NAGAUR,2014,54,25,40,1015,2502,4311
RAJASTHAN,PALI,2014,51,31,90,1148,3431,5329
RAJASTHAN,RAJSAMAND,2014,18,7,38,409,430,2499
RAJASTHAN,SAWAI MADHOPUR,2014,23,28,50,843,2165,3217
