STATE/UT,DISTRICT,YEAR,MURDER,RAPE,KIDNAPPING & ABDUCTION,THEFT,OTHER IPC CRIMES,TOTAL IPC CRIMES
MADHYA PRADESH,REWA,2018,52,82,27,1777,2355,5179
MADHYA PRADESH,SAGAR,2018,83,119,31,1584,2815,8169
MADHYA PRADESH,SATNA,2018,64,102,20,1636,2770,5798
MADHYA PRADESH,SEONI,2018,42,61,16,335,1567,2551
MADHYA PRADESH,SHAHDOL,2018,35,47,13,655,1882,2959
MADHYA PRADESH,SHAJAPUR,2018,31,57,16,1139,1155,3811
MADHYA PRADESH,SHEOPUR,2018,9,13,10,167,433,1239
MADHYA PRADESH,SHIVPURI,2018,76,64,31,765,1781,4104
MADHYA PRADESH,SIDHI,2018,30,37,17,532,1225,2367
MADHYA PRADESH,SIHORE,2018,29,57,20,818,1956,3403
MADHYA PRADESH,SINGRAULI,2018,28,40,13,478,1093,2102
MADHYA PRADESH,TIKAMGARH,2018,49,35,13,495,1461,3035
MADHYA PRADESH,UJJAIN,2018,63,78,32,2870,4695,8764
MADHYA PRADESH,UMARIYA,2018,72,25,6,266,687,1259
MADHYA PRADESH,VIDISHA,2018,42,93,14,1020,2180,4353
MAHARASHTRA,AHMEDNAGAR,2018,135,49,51,3619,1617,7070
MAHARASHTRA,AKOLA,2018,56,26,35,2307,1128,4132
MAHARASHTRA,AMRAVATI COMMR.,2018,19,22,10,1529,704,2439
MAHARASHTRA,AMRAVATI,2018,78,47,18,2277,1116,4150
MAHARASHTRA,AURANGABAD COMMR.,2018,39,21,38,2266,791,3452
MAHARASHTRA,AURANGABAD,2018,58,21,11,1239,690,3347
MAHARASHTRA,BEED,2018,65,26,39,1655,881,4500
MAHARASHTRA,BHANDARA,2018,31,26,14,1471,948,2845
MAHARASHTRA,BULDHANA,2018,55,36,28,2012,1241,4494
MAHARASHTRA,CHANDRAPUR,2018,57,37,34,2134,1344,4456
MAHARASHTRA,DHULE,2018,55,10,8,1002,775,2783
MAHARASHTRA,GADCHIROLI,2018,57,22,13,345,356,1195
MAHARASHTRA,GONDIA,2018,35,38,14,905,568,2023
MAHARASHTRA,HINGOLI,2018,46,17,10,448,469,1751
MAHARASHTRA,JALGAON,2018,83,42,29,1815,1344,4901
MAHARASHTRA,JALNA,2018,58,16,13,917,687,2832
MAHARASHTRA,KOLHAPUR,2018,61,34,30,2222,1092,4398
MAHARASHTRA,LATUR,2018,74,22,29,1287,926,3681
MAHARASHTRA,MUMBAI COMMR.,2018,210,218,189,29118,6850,32770
MAHARASHTRA,MUMBAI RLY.,2018,8,4,8,3912,100,2222
MAHARASHTRA,NAGPUR COMMR.,2018,104,53,43,5386,2869,8661
MAHARASHTRA,NAGPUR RLY.,2018,5,1,3,2038,116,1247
MAHARASHTRA,NAGPUR,2018,82,37,24,2055,1529,4567
MAHARASHTRA,NANDED,2018,93,23,29,1363,1479,4778
MAHARASHTRA,NANDURBAR,2018,31,11,10,518,463,1501
MAHARASHTRA,NASIK COMMR.,2018,43,14,34,3307,545,3813
MAHARASHTRA,NASIK,2018,91,36,33,1329,1195,4480
MAHARASHTRA,NAVI MUMBAI,2018,61,12,26,3992,840,4686
MAHARASHTRA,OSMANABAD,2018,54,22,22,992,911,3072
MAHARASHTRA,PARBHANI,2018,53,12,17,1009,288,2767
MAHARASHTRA,PUNE COMMR.,2018,142,92,110,12792,2924,14467
MAHARASHTRA,PUNE RLY.,2018,2,1,1,767,33,455
MAHARASHTRA,PUNE,2018,172,66,46,3477,1822,7183
MAHARASHTRA,RAIGAD,2018,46,17,6,766,592,2061
MAHARASHTRA,RATNAGIRI,2018,19,26,15,600,447,1561
MAHARASHTRA,SANGLI,2018,52,42,21,1472,573,2909
MAHARASHTRA,SATARA,2018,66,30,21,2675,1226,4634
MAHARASHTRA,SINDHUDURG,2018,7,8,2,329,220,795
MAHARASHTRA,SOLAPUR COMMR.,2018,18,24,12,1079,448,1684
MAHARASHTRA,SOLAPUR,2018,88,63,48,1736,1403,4720
MAHARASHTRA,THANE COMMR.,2018,101,74,103,6370,1703,9479
MAHARASHTRA,THANE,2018,148,71,50,2874,1264,5792
MAHARASHTRA,WARDHA,2018,39,26,26,1982,1513,4369
MAHARASHTRA,WASHIM,2018,30,20,22,1093,588,2222
MAHARASHTRA,YAVATMAL,2018,79,43,34,2274,1565,4899
MANIPUR,BISHNUPUR,2018,16,3,14,79,105,327
MANIPUR,CHANDEL,2018,13,0,2,8,17,74
MANIPUR,CHURACHANDPUR,2018,19,2,5,37,64,131
MANIPUR,CID,2018,0,0,0,0,0,2
MANIPUR,IMPHAL EAST,2018,31,9,43,172,237,725
MANIPUR,IMPHAL WEST,2018,44,12,60,465,376,1191
MANIPUR,SENAPATI,2018,14,2,6,53,51,139
MANIPUR,TAMENGLONG,2018,3,0,2,8,10,27
MANIPUR,THOUBAL,2018,46,9,44,135,148,648
MANIPUR,UKHRUL,2018,5,1,0,18,30,85
MEGHALAYA,GARO HILLS EAST,2018,13,1,10,67,38,130
MEGHALAYA,GARO HILLS SOUTH,2018,4,2,2,26,8,37
MEGHALAYA,GARO HILLS WEST,2018,17,10,9,327,114,533
MEGHALAYA,JAINTIA HILLS,2018,38,18,7,206,56,339
MEGHALAYA,KHASI HILLS EAST,2018,32,34,19,739,133,896
MEGHALAYA,KHASI HILLS WEST,2018,13,16,5,59,38,154
MEGHALAYA,RI-BHOI,2018,15,7,4,147,93,229
MIZORAM,AIZAWL,2018,16,39,1,946,173,976
MIZORAM,CHAMPHAI,2018,4,7,1,171,13,151
MIZORAM,KOLASIB,2018,3,9,4,203,43,217
MIZORAM,LAWNGTLAI,2018,3,8,0,82,63,147
MIZORAM,LUNGLEI,2018,8,8,2,255,34,265
MIZORAM,MAMIT,2018,2,2,1,51,7,62
MIZORAM,SAIHA,2018,2,0,0,49,29,78
MIZORAM,SERCHHIP,2018,3,4,0,81,16,93
NAGALAND,DIMAPUR,2018,65,6,31,496,43,558
NAGALAND,KIPHIRE,2018,4,0,0,12,11,21
NAGALAND,KOHIMA,2018,28,6,5,119,32,181
NAGALAND,LONGLENG,2018,0,0,0,3,3,9
NAGALAND,MOKOKCHUNG,2018,23,1,3,46,4,82
NAGALAND,MON,2018,14,1,0,52,29,84
NAGALAND,PEREN,2018,4,1,0,12,1,18
NAGALAND,PHEK,2018,10,2,1,18,17,55
NAGALAND,TUENSANG,2018,3,1,0,11,22,36
NAGALAND,WOKHA,2018,5,0,4,85,10,95
NAGALAND,ZUNHEBOTO,2018,0,1,0,50,20,63
ODISHA,ANGUL,2018,53,47,49,951,1064,2543
ODISHA,BALASORE,2018,32,50,47,880,284,2803
ODISHA,BARAGARH,2018,35,29,8,407,643,1513
ODISHA,BERHAMPUR,2018,12,23,22,362,224,1059
ODISHA,BHADRAK,2018,47,58,46,305,1272,2078
ODISHA,BOLANGIR,2018,30,34,24,453,839,1834
ODISHA,BOUDH,2018,10,5,2,64,71,463
ODISHA,CUTTACK,2018,26,35,35,559,1178,2301
ODISHA,DCP BBSR,2018,53,36,45,2872,783,4056
ODISHA,DCP CTC,2018,65,18,21,1366,475,1912
ODISHA,DEOGARH,2018,16,13,8,105,109,686
ODISHA,DHENKANAL,2018,51,26,24,437,824,1832
ODISHA,GAJAPATI,2018,14,8,4,55,95,481
ODISHA,GANJAM,2018,70,48,45,506,349,2126
ODISHA,JAGATSINGHPUR,2018,24,25,29,415,573,1384
ODISHA,JAJPUR,2018,74,36,64,624,266,2220
ODISHA,JHARSUGUDA,2018,34,12,12,722,327,1531
ODISHA,KALAHANDI,2018,24,38,29,226,575,1360
ODISHA,KANDHAMAL,2018,27,46,15,166,27,1630
ODISHA,KENDRAPARA,2018,53,30,31,321,828,1399
ODISHA,KEONJHAR,2018,91,66,58,725,516,2300
ODISHA,KHURDA,2018,19,25,33,385,967,1380
ODISHA,KORAPUT,2018,54,47,28,376,636,1469
ODISHA,MALKANGIR,2018,47,12,8,109,62,384
ODISHA,MAYURBHANJ,2018,83,90,51,633,742,2448
ODISHA,NAYAGARH,2018,33,34,25,284,196,1114
ODISHA,NOWRANGPUR,2018,26,26,21,213,337,840
ODISHA,NUAPADA,2018,11,14,17,189,345,720
ODISHA,PURI,2018,25,37,31,1094,1491,2930
ODISHA,RAYAGADA,2018,27,19,14,194,186,715
ODISHA,ROURKELA,2018,54,38,23,814,870,2247
ODISHA,SAMBALPUR,2018,49,33,13,898,993,2377
ODISHA,SONEPUR,2018,7,15,3,178,183,455
ODISHA,SRP(CUTTACK),2018,2,1,4,662,107,504
ODISHA,SRP(ROURKELA),2018,8,1,2,294,112,304
ODISHA,SUNDARGARH,2018,48,38,17,439,367,1357
PUNJAB,AMRITSAR,2018,55,15,54,1095,673,2327
PUNJAB,AMRITSAR,2018,31,10,23,178,160,693
PUNJAB,BARNALA,2018,26,12,7,167,222,705
PUNJAB,BATALA,2018,18,20,19,253,133,803
PUNJAB,BHATINDA,2018,50,20,44,1130,804,2206
PUNJAB,FARIDKOT,2018,19,15,13,348,328,895
PUNJAB,FATEHGARH SAHIB,2018,20,13,16,386,282,998
PUNJAB,FEROZPUR,2018,59,30,30,773,493,1992
PUNJAB,G.R.P,2018,13,1,0,91,284,401
PUNJAB,GURDASPUR,2018,57,24,25,329,245,938
PUNJAB,HOSHIARPUR,2018,37,35,22,459,320,1529
PUNJAB,JALANDHAR,2018,79,51,110,1811,1011,3886
PUNJAB,KAPURTHALA,2018,28,24,23,720,340,1469
PUNJAB,KHANNA,2018,25,12,19,440,269,1089
PUNJAB,LUDHIANA,2018,83,46,115,1388,963,3148
PUNJAB,LUDHIANA,2018,20,14,21,295,255,789
PUNJAB,MANSA,2018,37,13,11,221,278,824
PUNJAB,MOGA,2018,36,19,24,354,203,1106
PUNJAB,MUKTSAR,2018,26,12,12,307,183,784
PUNJAB,PATIALA,2018,47,35,44,957,812,2597
PUNJAB,ROPAR,2018,10,10,11,303,276,886
PUNJAB,SANGRUR,2018,48,34,23,611,673,1836
PUNJAB,SAS NGR,2018,30,20,28,885,526,1684
PUNJAB,SBS NAGAR,2018,24,14,7,206,155,796
PUNJAB,TARN TARAN,2018,37,18,17,207,234,933
RAJASTHAN,AJMER,2018,47,45,102,1689,3082,6339
RAJASTHAN,ALWAR,2018,109,88,142,2815,2026,8335
RAJASTHAN,BANSWARA,2018,35,42,50,279,745,2310
RAJASTHAN,BARAN,2018,39,52,45,685,1224,3032
RAJASTHAN,BARMER,2018,18,20,24,467,1336,2849
RAJASTHAN,BHARATPUR,2018,63,74,100,1856,4028,7203
RAJASTHAN,BHILWARA,2018,37,42,68,1679,2393,4808
RAJASTHAN,BIKANER,2018,38,48,29,863,1746,4054
RAJASTHAN,BUNDI,2018,21,33,70,574,1170,3101
RAJASTHAN,CHITTORGARH,2018,36,40,104,1187,1353,4533
RAJASTHAN,CHURU,2018,16,37,43,507,1098,2759
RAJASTHAN,DAUSA,2018,35,21,61,1770,2574,4603
RAJASTHAN,DHOLPUR,2018,54,21,64,921,1005,3616
RAJASTHAN,DUNGARPUR,2018,23,26,50,218,1145,2033
RAJASTHAN,G.R.P.,2018,4,2,4,743,315,745
RAJASTHAN,GANGANAGAR,2018,41,70,66,882,1705,4632
RAJASTHAN,HANUMANGARH,2018,56,33,35,496,1550,3354
RAJASTHAN,JAIPUR EAST,2018,17,20,64,5464,2214,6455
RAJASTHAN,JAIPUR NORTH,2018,15,25,69,1637,1183,3517
RAJASTHAN,JAIPUR,2018,67,35,110,2529,4811,9051
RAJASTHAN,JAIPUR SOUTH,2018,17,15,52,3400,1529,5435
RAJASTHAN,JAISALMER,2018,6,4,11,279,413,993
RAJASTHAN,JALORE,2018,25,13,27,370,1615,2472
RAJASTHAN,JHALAWAR,2018,58,44,66,922,1076,3368
RAJASTHAN,JHUNJHUNU,2018,34,40,44,920,1476,3859
RAJASTHAN,JODHPUR URBAN,2018,16,19,43,1691,716,3216
RAJASTHAN,JODHPUR,2018,14,32,31,609,894,3029
RAJASTHAN,KARAULI,2018,39,33,64,1174,2557,3771
RAJASTHAN,KOTA URBAN,2018,42,24,66,2133,1479,3908
RAJASTHAN,KOTA,2018,37,34,30,463,706,1919
RAJASTHAN,NAGAUR,2018,37,33,64,906,1895,3775
RAJASTHAN,PALI,2018,34,43,96,848,2874,4704
RAJASTHAN,PRATAPGARH,2018,21,49,54,300,652,1847
RAJASTHAN,RAJSAMAND,2018,17,12,48,420,717,2159
RAJASTHAN,SAWAI MADHOPUR,2018,25,16,50,1035,2252,3435
RAJASTHAN,SIKAR,2018,45,40,48,997,2130,4202
RAJASTHAN,SIROHI,2018,29,17,40,372,579,1834
RAJASTHAN,TONK,2018,16,22,50,740,1062,3203
RAJASTHAN,UDAIPUR,2018,68,91,174,1547,2599,6716
SIKKIM,EAST,2018,6,5,2,179,103,351
SIKKIM,NORTH,2018,1,1,0,16,13,41
SIKKIM,SOUTH,2018,3,9,1,87,56,195
SIKKIM,WEST,2018,2,5,1,60,43,143
TAMIL NADU,CHENNAI,2018,100,35,43,3453,7478,11829
TAMIL NADU,CHENNAI RLY.,2018,0,0,1,518,224,539
TAMIL NADU,CHENNAISUBURBAN,2018,74,21,29,1370,1489,3457
TAMIL NADU,COIMBATORE,2018,88,14,63,2882,6566,10998
TAMIL NADU,COIMBATORE URBAN,2018,20,9,17,1331,2444,4180
TAMIL NADU,CUDDALORE,2018,63,16,56,1017,4289,6509
TAMIL NADU,DHARMAPURI,2018,57,12,49,505,1918,4696
TAMIL NADU,DINDIGUL,2018,56,13,53,897,2739,4627
TAMIL NADU,ERODE,2018,60,21,57,1527,5378,8006
TAMIL NADU,KANCHIPURAM,2018,75,24,18,856,4843,6916
TAMIL NADU,KANYAKUMARI,2018,30,8,42,972,2732,4735
TAMIL NADU,KARUR,2018,21,4,13,692,1553,2464
TAMIL NADU,KRISHNAGIRI,2018,54,20,44,723,2816,5080
TAMIL NADU,MADURAI,2018,55,18,32,655,2831,4791
TAMIL NADU,MADURAI URBAN,2018,39,4,24,1137,1299,2470
TAMIL NADU,NAGAPATTINAM,2018,48,10,28,515,3003,4133
TAMIL NADU,NAMAKKAL,2018,46,19,49,708,2881,4625
TAMIL NADU,NILGIRIS,2018,6,4,4,298,800,1371
TAMIL NADU,PERAMBALUR,2018,29,26,31,697,1953,3138
TAMIL NADU,PUDUKOTTAI,2018,39,4,34,414,1978,3032
TAMIL NADU,RAMNATHAPURAM,2018,45,6,28,548,1660,2907
TAMIL NADU,SALEM,2018,71,35,112,814,3050,7381
TAMIL NADU,SALEM URBAN,2018,29,22,32,589,1150,2313
TAMIL NADU,SIVAGANGAI,2018,36,1,43,649,1634,2888
TAMIL NADU,THANJAVUR,2018,66,7,29,1242,5003,7420
TAMIL NADU,THENI,2018,29,7,35,622,3592,4992
TAMIL NADU,THIRUNELVELI,2018,90,42,68,1159,4912,7822
TAMIL NADU,THIRUNELVELI URBAN,2018,20,8,16,534,893,1574
TAMIL NADU,THIRUVALLUR,2018,37,17,22,574,2689,4116
TAMIL NADU,THIRUVANNAMALAI,2018,32,20,34,679,2757,4625
TAMIL NADU,THIRUVARUR,2018,26,6,14,308,1241,2770
TAMIL NADU,THOOTHUGUDI,2018,72,11,48,1341,3121,5508
TAMIL NADU,TRICHY RLY.,2018,1,0,0,77,47,98
TAMIL NADU,TRICHY,2018,55,11,28,581,2563,3598
TAMIL NADU,TRICHY URBAN,2018,15,2,10,953,2349,3273
TAMIL NADU,VELLORE,2018,78,21,53,991,4753,7050
TAMIL NADU,VILLUPURAM,2018,84,58,64,740,4031,6631
TAMIL NADU,VIRUDHUNAGAR,2018,41,17,52,981,2425,4271
TRIPURA,DHALAI,2018,20,32,18,116,94,417
TRIPURA,NORTH,2018,28,46,27,222,182,993
TRIPURA,SOUTH,2018,36,45,34,391,410,1506
TRIPURA,WEST,2018,73,81,67,582,641,2420
UTTAR PRADESH,AGRA,2018,149,42,229,3921,1676,6925
UTTAR PRADESH,ALIGARH,2018,169,62,162,1612,1085,4069
UTTAR PRADESH,ALLAHABAD,2018,176,49,144,1833,1834,5161
UTTAR PRADESH,AMBEDKAR NAGAR,2018,45,18,51,302,209,1040
UTTAR PRADESH,AURAIYA,2018,37,11,29,204,155,822
UTTAR PRADESH,AZAMGARH,2018,95,24,60,450,666,1760
UTTAR PRADESH,BADAUN,2018,108,11,53,290,1183,2112
UTTAR PRADESH,BAGHPAT,2018,75,19,51,431,568,1539
UTTAR PRADESH,BAHRAICH,2018,64,24,64,338,359,1217
UTTAR PRADESH,BALLIA,2018,51,12,33,375,172,936
UTTAR PRADESH,BALRAMPUR,2018,21,12,21,112,110,351
UTTAR PRADESH,BANDA,2018,61,35,40,356,832,1830
UTTAR PRADESH,BARABANKI,2018,69,23,83,520,1616,2986
UTTAR PRADESH,BAREILLY,2018,175,46,155,1439,2664,5222
UTTAR PRADESH,BASTI,2018,39,7,18,200,375,999
UTTAR PRADESH,BIJNOR,2018,112,30,92,524,404,2295
UTTAR PRADESH,BULANDSHAHAR,2018,123,28,77,504,1582,3568
UTTAR PRADESH,CHANDOLI,2018,29,4,11,293,395,1129
UTTAR PRADESH,CHITRAKOOT DHAM,2018,37,22,20,149,119,528
UTTAR PRADESH,DEORIA,2018,49,15,20,202,270,797
UTTAR PRADESH,ETAH,2018,84,20,80,574,697,1984
UTTAR PRADESH,ETAWAH,2018,82,19,89,781,893,2408
UTTAR PRADESH,FAIZABAD,2018,55,23,58,496,569,1733
UTTAR PRADESH,FATEHGARH,2018,84,23,61,347,419,1433
UTTAR PRADESH,FATEHPUR,2018,113,16,53,364,680,1819
UTTAR PRADESH,FIROZABAD,2018,141,27,114,992,1259,3009
UTTAR PRADESH,G.R.P.,2018,22,2,11,3086,836,2632
UTTAR PRADESH,GAUTAMBUDH NAGAR,2018,81,22,70,3532,756,3622
UTTAR PRADESH,GHAZIABAD,2018,187,30,199,2460,1770,4888
UTTAR PRADESH,GHAZIPUR,2018,69,6,25,336,248,1059
UTTAR PRADESH,GONDA,2018,69,27,54,362,334,1395
UTTAR PRADESH,GORAKHPUR,2018,115,46,150,1161,519,2892
UTTAR PRADESH,HAMIRPUR,2018,44,9,21,59,165,450
UTTAR PRADESH,HARDOI,2018,89,42,64,408,804,2114
UTTAR PRADESH,HATHRAS,2018,82,17,62,460,361,1447
UTTAR PRADESH,J.P.NAGAR,2018,52,20,38,308,376,1144
UTTAR PRADESH,JALAUN,2018,57,6,34,189,561,1106
UTTAR PRADESH,JAUNPUR,2018,68,19,47,475,527,2230
UTTAR PRADESH,JHANSI,2018,56,7,25,319,431,1011
UTTAR PRADESH,KANNAUJ,2018,58,11,42,178,489,1160
UTTAR PRADESH,KANPUR DEHAT,2018,65,26,67,333,782,2084
UTTAR PRADESH,KANPUR NAGAR,2018,207,72,296,3009,3164,8885
UTTAR PRADESH,KANSHIRAM NAGAR,2018,68,19,40,190,366,905
UTTAR PRADESH,KAUSHAMBI,2018,68,26,46,332,684,1674
UTTAR PRADESH,KHIRI,2018,114,58,95,703,1024,2768
UTTAR PRADESH,KUSHI NAGAR,2018,35,6,15,85,562,976
UTTAR PRADESH,LALITPUR,2018,32,16,12,139,183,495
UTTAR PRADESH,LUCKNOW,2018,162,82,389,7151,4696,13707
UTTAR PRADESH,MAHARAJGANJ,2018,33,17,26,107,362,807
UTTAR PRADESH,MAHOBA,2018,29,12,26,160,231,652
UTTAR PRADESH,MAINPURI,2018,116,9,88,567,834,2207
UTTAR PRADESH,MATHURA,2018,120,24,76,1426,1130,3911
UTTAR PRADESH,MAU,2018,39,19,50,325,204,1110
UTTAR PRADESH,MEERUT,2018,191,50,178,2166,1715,5025
UTTAR PRADESH,MIRZAPUR,2018,67,19,23,415,395,1294
UTTAR PRADESH,MORADABAD,2018,168,75,179,1792,2416,5093
UTTAR PRADESH,MUZAFFARNAGAR,2018,218,40,135,1393,1519,3892
UTTAR PRADESH,PILIBHIT,2018,61,41,108,389,1158,2470
UTTAR PRADESH,PRATAPGARH,2018,75,33,92,585,840,2483
UTTAR PRADESH,RAIBAREILLY,2018,78,38,60,427,886,2228
UTTAR PRADESH,RAMPUR,2018,73,46,107,791,930,2252
UTTAR PRADESH,SAHARANPUR,2018,76,8,31,832,1235,2737
UTTAR PRADESH,SANT KABIRNAGAR,2018,18,9,40,167,306,823
UTTAR PRADESH,SHAHJAHANPUR,2018,145,68,121,532,1041,2640
UTTAR PRADESH,SHRAWASTI,2018,29,6,16,119,90,390
UTTAR PRADESH,SIDHARTHNAGAR,2018,38,12,32,247,279,765
UTTAR PRADESH,SITAPUR,2018,121,53,138,908,1479,3275
UTTAR PRADESH,SONBHADRA,2018,56,26,30,255,247,969
UTTAR PRADESH,ST.RAVIDASNAGAR,2018,26,2,11,156,83,433
UTTAR PRADESH,SULTANPUR,2018,69,25,54,553,552,1902
UTTAR PRADESH,UNNAO,2018,92,36,78,421,550,1583
UTTAR PRADESH,VARANASI,2018,76,12,59,1790,1331,3739
UTTARAKHAND,ALMORA,2018,13,2,7,83,77,252
UTTARAKHAND,BAGESHWAR,2018,7,2,3,25,14,65
UTTARAKHAND,CHAMOLI,2018,2,2,6,46,22,94
UTTARAKHAND,CHAMPAWAT,2018,3,2,4,31,26,79
UTTARAKHAND,DEHRADUN,2018,47,20,65,1286,501,2458
UTTARAKHAND,HARIDWAR,2018,87,24,61,1117,298,2522
UTTARAKHAND,NAINITAL,2018,29,9,22,364,379,892
UTTARAKHAND,PAURI GARHWAL,2018,6,0,4,66,37,178
UTTARAKHAND,PITHORAGARH,2018,6,0,0,41,76,160
UTTARAKHAND,RUDRA PRAYAG,2018,0,0,0,25,7,37
UTTARAKHAND,TEHRI GARHWAL,2018,10,3,3,78,104,241
UTTARAKHAND,UDHAMSINGH NAGAR,2018,50,22,67,601,684,1749
UTTARAKHAND,UTTARKASHI,2018,3,1,5,48,55,129
WEST BENGAL,24 PARGANAS NORTH,2018,239,192,317,2966,4973,11247
WEST BENGAL,24 PARGANAS SOUTH,2018,282,308,280,3592,6353,13920
WEST BENGAL,ASANSOL,2018,50,20,18,451,855,1676
WEST BENGAL,BANKURA,2018,60,46,21,397,265,1460
WEST BENGAL,BIRBHUM,2018,127,58,46,755,582,2526
WEST BENGAL,BURDWAN,2018,117,61,87,1073,969,4128
WEST BENGAL,COOCHBEHAR,2018,61,141,108,405,969,2499
WEST BENGAL,DAKSHIN DINAJPUR,2018,48,47,50,275,656,1551
WEST BENGAL,DARJEELING,2018,64,47,46,1105,292,2246
WEST BENGAL,HOOGHLY,2018,124,54,50,1382,1380,3844
WEST BENGAL,HOWRAH,2018,111,46,105,1784,2609,5487
WEST BENGAL,HOWRAH G.R.P.,2018,5,0,3,1043,62,666
WEST BENGAL,JALPAIGURI,2018,170,334,299,5969,5419,12992
WEST BENGAL,KHARAGPUR G.R.P.,2018,8,0,0,205,16,139
WEST BENGAL,KOLKATA,2018,74,35,116,6954,4680,13005
WEST BENGAL,MALDA,2018,102,130,92,644,1313,2798
WEST BENGAL,MURSHIDABAD,2018,168,308,194,1085,934,6302
WEST BENGAL,NADIA,2018,130,178,216,2521,1312,7247
WEST BENGAL,PASCHIM MIDNAPUR,2018,139,56,57,616,1082,2933
WEST BENGAL,PURAB MIDNAPUR,2018,73,60,118,812,1522,3887
WEST BENGAL,PURULIA,2018,51,61,23,556,888,1744
WEST BENGAL,SEALDAH G.R.P.,2018,11,2,6,301,35,257
WEST BENGAL,SILIGURI G.R.P.,2018,4,1,6,195,18,135
WEST BENGAL,UTTAR DINAJPUR,2018,81,78,74,657,993,2730
A & N ISLANDS,ANDAMAN,2018,10,12,16,336,374,859
A & N ISLANDS,NICOBAR,2018,0,0,1,12,9,23
CHANDIGARH,CHANDIGARH,2018,23,20,50,4262,1040,3931
D & N HAVELI,D AND N HAVELI,2018,9,6,17,157,154,401
DAMAN & DIU,DAMAN,2018,2,0,2,121,23,192
DAMAN & DIU,DIU,2018,0,0,2,26,13,56
DELHI UT,CAW,2018,0,0,0,0,1,107
DELHI UT,CENTRAL,2018,38,30,84,2909,855,3100
DELHI UT,CRIME BRANCH,2018,1,0,0,2,12,30
DELHI UT,DELHI UT TOTAL,2018,620,466,1567,40201,17896,49350
DELHI UT,EAST,2018,50,73,191,5196,1542,5540
DELHI UT,EOW,2018,0,0,0,0,23,170
DELHI UT,GRP(RLY),2018,6,0,6,1645,80,951
DELHI UT,IGI AIRPORT,2018,1,0,1,163,423,530
DELHI UT,NEW DELHI,2018,10,3,19,1452,817,1859
DELHI UT,NORTH,2018,32,20,80,1995,1458,3113
DELHI UT,NORTH-EAST,2018,104,32,210,3265,1489,4514
DELHI UT,NORTH-WEST,2018,56,59,137,3855,1354,4204
DELHI UT,OUTER,2018,91,59,355,4034,1873,5237
DELHI UT,SOUTH,2018,42,37,70,4220,1885,4821
DELHI UT,SOUTH-EAST,2018,72,61,182,4612,2142,5904
DELHI UT,SOUTH-WEST,2018,63,38,87,2399,1998,3945
DELHI UT,STF,2018,0,0,0,0,13,39
DELHI UT,WEST,2018,54,54,145,4454,1931,5286
LAKSHADWEEP,LAKSHADWEEP,2018,1,2,1,19,53,95
PUDUCHERRY,KARAIKAL,2018,5,1,2,156,335,727
PUDUCHERRY,PUDUCHERRY,2018,33,7,15,1320,2333,4262
ANDHRA PRADESH,ADILABAD,2019,96,67,73,922,1762,5312
ANDHRA PRADESH,ANANTAPUR,2019,144,22,68,1294,1814,5181
ANDHRA PRADESH,CHITTOOR,2019,87,33,74,2684,2582,7268
ANDHRA PRADESH,CUDDAPAH,2019,93,27,57,1032,2327,5510
ANDHRA PRADESH,CYBERABAD,2019,201,82,168,8136,2487,14841
ANDHRA PRADESH,EAST GODAVARI,2019,98,47,80,2725,1652,8660
ANDHRA PRADESH,GUNTAKAL RLY.,2019,7,0,0,338,22,214
ANDHRA PRADESH,GUNTUR,2019,150,40,79,2759,2873,9806
ANDHRA PRADESH,HYDERABAD URBAN,2019,158,47,108,11210,3157,17840
ANDHRA PRADESH,KARIMNAGAR,2019,106,48,128,1321,1554,7902
ANDHRA PRADESH,KHAMMAM,2019,121,98,108,1300,2200,6228
ANDHRA PRADESH,KRISHNA,2019,75,43,49,1217,852,5893
ANDHRA PRADESH,KURNOOL,2019,105,31,83,1291,3033,8002
ANDHRA PRADESH,MAHABOOBNAGAR,2019,176,74,103,2290,1249,6972
ANDHRA PRADESH,MEDAK,2019,128,46,61,1481,1102,5887
ANDHRA PRADESH,NALGONDA,2019,131,77,109,1292,3482,8617
ANDHRA PRADESH,NELLORE,2019,69,32,50,1394,980,5867
ANDHRA PRADESH,NIZAMABAD,2019,109,27,46,1091,961,4890
ANDHRA PRADESH,PRAKASHAM,2019,84,27,66,1029,2614,6125
ANDHRA PRADESH,RANGA REDDY,2019,67,26,29,360,446,2042
ANDHRA PRADESH,SECUNDERABAD RLY.,2019,9,0,0,926,96,588
ANDHRA PRADESH,SRIKAKULAM,2019,32,21,20,454,1547,3354
ANDHRA PRADESH,VIJAYAWADA URBAN,2019,35,23,63,2472,617,5180
ANDHRA PRADESH,VIJAYAWADA RLY.,2019,3,0,0,1024,37,592
ANDHRA PRADESH,VISAKHA,2019,49,14,18,414,422,2738
ANDHRA PRADESH,VISAKHAPATNAM,2019,32,39,48,2412,1979,5416
ANDHRA PRADESH,VIZIANAGARAM,2019,32,13,15,616,1519,3451
ANDHRA PRADESH,WARANGAL,2019,108,70,140,1323,2928,7479
ANDHRA PRADESH,WEST GODAVARI,2019,78,114,115,2893,1793,8586
ARUNACHAL PRADESH,ANJAW,2019,0,0,0,2,5,20
ARUNACHAL PRADESH,CHANGLANG,2019,3,8,7,111,47,207
ARUNACHAL PRADESH,DIBANG VALLEY,2019,2,3,6,57,27,115
