STATE/UT,DISTRICT,YEAR,murder,rape,kidnap,theft,other,total_ipc
30,187,2020,44,24,97,1882,3024,5136
30,207,2020,51,22,77,1260,1254,4311
30,219,2020,18,26,52,232,1017,1875
30,242,2020,6,0,1,779,203,617
30,243,2020,2,2,0,184,44,149
30,252,2020,62,72,102,881,1860,5241
30,291,2020,54,56,50,451,1649,3763
30,330,2020,31,28,79,5393,2082,6673
30,331,2020,22,25,67,1777,1235,3921
30,329,2020,65,27,109,2226,4290,8107
30,332,2020,19,18,61,3507,1589,6123
30,334,2020,7,3,11,350,503,1124
30,340,2020,21,13,38,448,1679,2506
30,355,2020,49,62,62,1000,1376,3981
30,359,2020,51,49,63,752,1154,3661
30,363,2020,30,27,53,1582,1149,3608
30,361,2020,33,17,49,665,824,2987
30,387,2020,37,42,91,1472,2910,4461
30,438,2020,39,33,80,1763,1633,4078
30,437,2020,19,36,41,380,1078,2200
30,523,2020,55,60,69,1076,2108,4211
30,565,2020,44,53,102,893,3086,5161
30,592,2020,35,56,67,237,627,1969
30,621,2020,16,14,31,449,766,2380
30,664,2020,26,16,86,1015,2257,3510
30,690,2020,58,52,114,1141,2462,5029
30,698,2020,35,20,34,359,539,1910
30,758,2020,22,18,50,576,1114,3158
30,767,2020,82,111,186,1971,2514,8102
31,221,2020,7,5,4,111,67,228
31,551,2020,2,0,0,7,29,48
31,712,2020,8,9,1,55,33,158
31,806,2020,2,4,1,12,71,118
32,36,2020,27,20,26,207,1308,1977
32,145,2020,105,47,47,3537,6247,10869
32,146,2020,0,0,0,522,267,647
32,147,2020,87,29,30,1976,4975,8670
32,160,2020,41,13,62,1116,2627,4806
32,161,2020,22,15,22,2335,1861,4180
32,171,2020,58,27,39,566,4299,6179
32,202,2020,63,15,47,412,1830,3761
32,213,2020,57,9,43,929,3130,5299
32,226,2020,58,15,64,1131,4572,6702
32,375,2020,57,17,9,665,3820,5757
32,384,2020,43,12,57,942,2534,4752
32,393,2020,19,10,54,570,1871,2974
32,443,2020,58,20,64,572,2660,4580
32,471,2020,60,17,58,951,2911,5348
32,472,2020,34,3,15,1142,1386,2672
32,522,2020,50,9,38,428,2796,4027
32,531,2020,50,10,48,594,2872,4690
32,549,2020,11,7,8,212,808,1320
32,582,2020,14,5,10,240,1013,1536
32,594,2020,47,7,54,648,3322,4808
32,626,2020,35,16,61,471,2069,3462
32,649,2020,87,53,140,594,4099,8634
32,650,2020,27,21,44,747,1807,3218
32,702,2020,39,1,32,506,1665,2611
32,742,2020,83,7,42,2179,3908,6946
32,743,2020,42,18,93,829,3042,5384
32,744,2020,86,48,65,1162,4884,7777
32,745,2020,12,16,11,633,812,1630
32,746,2020,44,18,17,366,2269,3487
32,747,2020,43,15,55,601,2756,4562
32,748,2020,31,12,22,494,2763,3976
32,749,2020,85,32,32,937,2924,4954
32,757,2020,60,10,52,1921,2578,5238
32,761,2020,0,0,0,164,81,195
32,760,2020,58,8,24,499,3194,4525
32,762,2020,15,4,27,934,2602,3741
32,787,2020,84,30,68,1553,5403,8249
32,792,2020,63,50,82,688,3842,6690
32,794,2020,52,20,58,725,2926,4845
33,197,2020,20,33,14,123,124,541
33,241,2020,0,0,0,7,0,6
33,551,2020,24,51,25,201,138,970
33,712,2020,25,36,27,301,430,1688
33,806,2020,89,118,48,568,664,2600
34,5,2020,168,26,252,3902,1968,6919
34,14,2020,167,63,274,2471,1553,5636
34,16,2020,163,33,136,2105,1749,4955
34,21,2020,50,20,57,302,367,1168
34,40,2020,34,11,50,212,417,1000
34,44,2020,95,23,78,506,486,1764
34,45,2020,125,22,81,370,968,2203
34,50,2020,62,14,46,375,322,1220
34,51,2020,82,25,132,507,865,2181
34,55,2020,42,4,32,232,162,824
34,58,2020,25,11,29,79,133,438
34,59,2020,56,22,42,268,495,1138
34,66,2020,59,22,90,450,943,2238
34,70,2020,137,44,182,1214,1809,4277
34,76,2020,32,8,30,140,393,806
34,105,2020,106,40,117,722,745,2860
34,119,2020,144,24,148,919,1002,3056
34,140,2020,34,3,20,133,330,834
34,153,2020,27,15,17,152,153,457
34,170,2020,45,30,79,226,604,1302
34,195,2020,44,4,23,152,325,810
34,227,2020,78,11,63,493,689,2012
34,228,2020,53,4,52,419,983,1918
34,229,2020,51,16,71,525,676,1770
34,233,2020,67,11,56,243,349,903
34,235,2020,98,33,71,294,653,1943
34,239,2020,136,18,99,653,964,2541
34,241,2020,30,1,15,4926,1188,3933
34,261,2020,119,39,107,6091,1445,6091
34,263,2020,251,44,366,8463,2007,10217
34,264,2020,72,5,19,239,163,806
34,270,2020,80,9,77,428,703,2054
34,273,2020,127,45,229,2585,1492,5246
34,288,2020,41,6,15,153,140,518
34,294,2020,89,20,74,313,1145,2292
34,297,2020,71,24,79,450,433,1591
34,320,2020,71,24,57,345,507,1361
34,337,2020,53,5,31,177,446,899
34,351,2020,56,12,65,318,597,1779
34,356,2020,67,9,38,303,533,1113
34,379,2020,58,7,46,123,386,947
34,382,2020,191,42,316,2710,2147,6892
34,383,2020,49,10,46,189,260,837
34,400,2020,52,12,40,178,473,1188
34,414,2020,104,26,89,499,985,2296
34,449,2020,55,11,27,128,523,1192
34,457,2020,22,7,12,114,332,616
34,466,2020,146,75,328,6260,5296,12454
34,474,2020,40,16,45,87,401,1004
34,477,2020,35,9,22,134,253,586
34,478,2020,86,15,79,308,571,1644
34,490,2020,98,24,87,1390,1880,4307
34,491,2020,40,10,48,289,319,1075
34,494,2020,182,64,195,4287,2133,6792
34,499,2020,32,2,4,182,673,1210
34,503,2020,202,66,204,1928,1551,4382
34,514,2020,206,34,233,1350,1977,4850
34,585,2020,43,16,57,213,1275,1989
34,592,2020,53,23,69,352,589,1670
34,604,2020,47,27,52,323,505,1456
34,622,2020,46,12,83,239,747,1717
34,627,2020,87,65,114,858,781,2326
34,645,2020,90,11,40,864,1294,2786
34,657,2020,30,24,45,208,325,958
34,672,2020,114,45,102,478,1018,2359
34,682,2020,24,14,25,107,159,600
34,687,2020,28,8,40,158,217,617
34,701,2020,102,11,114,654,1112,2830
34,707,2020,38,21,23,165,392,978
34,723,2020,23,1,9,80,89,298
34,728,2020,48,14,59,417,565,1554
34,777,2020,74,32,81,328,380,1636
34,786,2020,50,9,88,1343,990,3060
35,17,2020,4,3,5,47,73,162
35,49,2020,3,2,2,24,5,46
35,135,2020,3,1,2,41,31,109
35,136,2020,5,1,3,26,14,96
35,191,2020,49,37,71,1157,493,2370
35,295,2020,51,28,86,1055,442,2654
35,527,2020,29,13,29,354,356,894
35,581,2020,6,4,5,95,33,197
35,586,2020,7,3,5,43,51,136
35,641,2020,6,5,3,27,13,107
35,739,2020,3,1,2,56,36,116
35,770,2020,67,22,70,1810,523,2288
35,781,2020,3,1,3,13,31,65
36,0,2020,423,173,438,4735,7123,15151
36,1,2020,288,258,215,5512,7021,15299
36,38,2020,48,18,21,656,720,1841
36,64,2020,111,36,47,502,665,2251
36,108,2020,114,44,52,815,489,2547
36,122,2020,167,72,112,1453,2266,4996
36,162,2020,67,143,186,520,1836,3721
36,178,2020,57,56,96,348,868,2071
36,184,2020,79,36,77,1213,773,2848
36,303,2020,148,52,87,1563,1595,4748
36,306,2020,126,59,185,2930,4171,8519
36,307,2020,11,0,5,1126,80,708
36,341,2020,151,180,259,2706,2666,7433
36,408,2020,1,0,3,237,0,129
36,429,2020,92,32,125,6320,6880,15510
36,481,2020,110,167,189,693,1889,4286
36,513,2020,221,526,511,2017,1536,13094
36,520,2020,142,167,345,2481,2758,9274
36,574,2020,317,67,101,1151,1884,4640
36,599,2020,140,51,127,864,1867,4396
36,602,2020,122,42,37,575,838,1795
36,666,2020,13,2,6,576,47,467
36,691,2020,7,0,3,205,15,133
36,779,2020,73,130,118,766,1109,3759
0,31,2020,12,23,10,316,479,956
0,548,2020,1,1,0,13,10,24
6,139,2020,30,31,38,3265,1036,3373
8,175,2020,7,3,18,154,133,378
10,180,2020,6,1,2,105,25,164
10,216,2020,0,0,0,16,12,39
11,128,2020,0,0,0,0,0,187
11,131,2020,28,20,126,2800,559,2828
11,166,2020,0,0,1,16,18,61
11,192,2020,636,507,3208,48277,14055,51292
11,221,2020,65,47,357,7171,1599,6723
11,223,2020,0,0,0,0,65,150
11,276,2020,12,2,23,1303,83,816
11,313,2020,0,0,13,171,569,703
11,547,2020,8,16,29,1210,503,1452
11,551,2020,37,7,161,2431,997,2889
11,555,2020,75,51,458,5226,899,5062
11,556,2020,64,50,260,5225,1185,5016
11,560,2020,105,49,457,4531,1771,5495
11,712,2020,40,59,240,5158,1686,5308
11,715,2020,59,80,369,4864,1568,5606
11,716,2020,66,54,363,2791,1125,3503
11,724,2020,0,0,1,0,6,18
11,806,2020,77,72,350,5380,1422,5475
20,456,2020,0,0,0,15,26,42
28,386,2020,4,1,2,115,364,762
28,593,2020,45,2,15,1030,1503,3173
2,3,2021,117,84,77,930,881,5121
2,29,2021,176,16,83,1552,854,5430
2,154,2021,96,17,84,1400,758,5224
2,172,2021,126,41,73,1319,1122,5340
2,174,2021,230,89,146,9323,3088,17645
2,222,2021,86,72,60,2331,1211,7111
2,280,2021,9,0,0,458,24,297
2,281,2021,90,40,58,1645,1154,7026
2,282,2021,52,33,31,1852,648,3933
2,309,2021,123,59,95,9565,2353,15657
2,391,2021,156,58,172,1943,1797,8973
2,405,2021,114,84,81,1354,976,5961
2,442,2021,71,80,89,1461,938,6857
2,447,2021,157,39,76,1369,2439,7441
2,473,2021,216,88,74,2587,1246,6675
2,493,2021,155,38,40,1478,999,5669
2,530,2021,106,48,84,1537,3065,7640
2,546,2021,64,28,85,2112,1278,6294
2,550,2021,144,63,84,1970,1245,6391
2,591,2021,93,24,100,1237,2009,5980
2,615,2021,21,15,36,867,245,2141
2,629,2021,80,24,24,358,365,1792
2,667,2021,9,0,1,901,53,573
2,719,2021,43,29,28,639,931,4161
2,756,2021,45,10,21,1881,408,2948
2,791,2021,40,37,70,3329,808,7225
2,790,2021,2,1,3,803,35,479
2,795,2021,66,38,36,743,557,3468
2,796,2021,44,57,50,2879,577,4886
2,797,2021,41,50,26,827,1668,4818
2,801,2021,80,48,68,922,1701,4516
2,802,2021,51,35,55,1011,1730,3797
2,807,2021,76,97,144,2851,1229,8311
3,33,2021,2,0,0,9,5,21
3,142,2021,9,3,12,88,57,201
3,210,2021,3,3,3,36,29,90
3,368,2021,3,4,0,9,11,33
3,372,2021,2,3,2,29,27,102
3,373,2021,4,0,2,47,27,118
3,463,2021,12,5,10,90,32,158
3,572,2021,7,4,23,276,150,553
3,642,2021,0,2,5,34,24,99
3,683,2021,5,8,4,194,45,235
3,684,2021,2,1,3,26,13,55
3,685,2021,2,2,8,83,71,210
3,725,2021,4,2,3,40,25,78
3,726,2021,1,2,8,26,34,136
3,738,2021,0,0,1,15,21,49
3,755,2021,11,3,9,70,51,143
3,778,2021,0,0,0,3,0,5
4,73,2021,45,92,168,642,1480,2962
4,75,2021,44,29,68,207,318,776
4,114,2021,22,72,74,390,710,1504
4,125,2021,0,0,1,8,26,57
4,126,2021,64,74,178,1261,1845,4286
4,151,2021,27,30,43,212,297,676
4,185,2021,34,95,200,512,1231,2622
4,205,2021,23,62,63,236,345,1092
4,208,2021,68,157,307,621,1032,4244
4,211,2021,99,54,135,995,942,2529
4,241,2021,7,1,8,337,123,342
4,266,2021,39,99,100,458,1044,2203
4,268,2021,56,54,159,558,486,2012
4,285,2021,60,56,366,5420,5253,10545
4,287,2021,20,61,78,320,556,1355
4,365,2021,53,49,85,861,481,2147
4,374,2021,45,63,156,908,1455,2868
4,388,2021,52,13,47,322,187,759
4,390,2021,46,46,79,423,868,2031
4,425,2021,51,52,105,375,266,1238
4,454,2021,38,52,143,413,739,2010
4,505,2021,31,54,96,194,428,1204
4,519,2021,22,3,19,106,50,220
4,521,2021,95,165,374,1379,1670,5998
4,529,2021,21,28,95,539,564,1832
4,603,2021,6,5,3,17,30,78
4,686,2021,61,49,132,926,671,2254
4,710,2021,86,96,262,972,1379,3631
4,754,2021,99,61,153,948,671,2285
4,768,2021,37,28,67,222,366,954
5,35,2021,83,69,115,631,1674,2914
5,37,2021,31,5,17,198,330,799
5,41,2021,89,18,62,756,1306,3409
5,47,2021,44,16,62,326,685,1623
5,63,2021,58,26,66,342,626,1765
5,80,2021,102,17,119,797,1178,3420
5,85,2021,76,21,118,1021,2290,3903
5,87,2021,59,9,57,528,870,2025
5,89,2021,95,23,106,955,971,3024
5,99,2021,100,16,64,813,1964,3564
5,124,2021,66,13,76,656,455,2236
5,183,2021,114,34,128,993,1658,5387
5,262,2021,164,23,155,1745,1545,5207
5,272,2021,77,17,139,525,1344,3334
5,342,2021,8,0,3,384,70,290
5,348,2021,84,23,71,447,302,1902
5,352,2021,58,10,31,441,913,1658
5,397,2021,86,103,126,666,1126,3653
5,398,2021,17,2,8,398,92,390
5,404,2021,55,14,53,241,768,1899
5,420,2021,34,30,63,411,367,1225
5,455,2021,41,5,51,301,469,1243
5,469,2021,45,8,78,380,715,1810
5,470,2021,81,44,182,928,2158,4660
5,506,2021,174,37,209,1392,3350,7489
5,512,2021,73,7,72,535,368,1981
5,515,2021,168,56,255,2558,3338,6827
5,516,2021,12,0,6,546,167,524
5,528,2021,108,15,81,614,1999,4527
5,539,2021,80,7,38,125,621,1478
5,542,2021,79,12,63,426,1358,2523
5,579,2021,252,41,364,6464,6140,13712
5,580,2021,18,1,6,1563,257,1143
5,601,2021,93,62,131,451,1606,3332
5,638,2021,130,20,106,1443,533,4203
5,646,2021,39,8,63,343,806,2020
5,651,2021,118,40,166,819,2054,4216
5,659,2021,150,10,146,1206,2103,5200
5,675,2021,33,3,22,215,426,1031
5,676,2021,14,4,25,113,13,614
5,700,2021,75,8,58,1071,2328,3624
5,703,2021,85,16,196,721,1510,3408
5,730,2021,53,23,78,513,788,2043
5,784,2021,125,18,233,1593,2064,4661
7,58,2021,41,55,2,74,457,908
7,107,2021,114,70,24,1632,1509,5446
7,110,2021,61,4,4,43,93,325
7,182,2021,54,8,9,112,291,674
7,198,2021,13,27,18,278,655,1190
7,220,2021,101,115,115,2587,7724,11218
7,255,2021,28,21,4,112,174,687
7,275,2021,4,2,0,393,48,277
7,324,2021,67,68,9,326,844,2262
7,349,2021,44,33,13,874,854,3335
7,350,2021,78,78,49,233,604,1312
7,369,2021,18,23,16,252,444,1417
7,378,2021,52,29,8,108,556,929
7,435,2021,34,39,5,642,830,2448
7,436,2021,45,72,16,356,472,1690
7,475,2021,22,30,37,516,1226,2140
7,534,2021,29,5,2,16,42,179
7,607,2021,92,62,15,1021,1000,3024
7,613,2021,97,133,55,3732,3414,10652
7,619,2021,44,38,22,524,2183,3133
7,660,2021,55,65,32,539,1350,2312
7,731,2021,45,76,17,278,453,1660
12,553,2021,33,13,14,1539,598,2056
12,713,2021,21,16,14,1035,403,1393
13,7,2021,97,60,230,9299,10397,20203
13,6,2021,39,10,74,805,1871,3688
13,9,2021,6,1,0,34,138,227
13,25,2021,28,10,79,381,1084,2126
13,28,2021,22,10,45,840,1678,3154
13,92,2021,34,13,28,820,1636,2931
13,94,2021,57,8,88,1072,2533,4257
13,159,2021,1,0,0,2,1,12
13,177,2021,44,6,53,564,429,1910
13,251,2021,28,14,21,1035,4334,5716
13,300,2021,37,10,48,597,3361,4667
13,344,2021,41,21,65,1136,3178,5126
13,366,2021,31,11,69,930,2233,4196
13,413,2021,46,12,53,517,3624,4868
13,451,2021,35,8,24,630,1701,2626
13,452,2021,25,15,15,536,1134,1919
13,495,2021,29,9,71,1377,2304,4368
13,535,2021,16,7,4,37,389,625
13,541,2021,22,2,10,354,944,1370
13,564,2021,52,38,92,1079,2979,5273
13,568,2021,50,10,60,490,2393,3540
13,575,2021,16,16,47,675,1801,3147
13,589,2021,11,6,12,185,459,872
13,618,2021,44,10,40,2069,1692,3939
13,617,2021,45,23,75,676,2896,4582
13,733,2021,102,36,112,4094,4534,8446
13,732,2021,37,6,16,697,2106,3408
13,734,2021,33,19,44,549,1619,3037
13,736,2021,17,2,2,181,248,716
13,783,2021,23,9,50,3390,2697,5727
13,782,2021,54,28,65,492,1882,3133
13,785,2021,35,9,19,866,1430,2532
13,799,2021,7,0,2,437,43,325
13,800,2021,5,0,1,1117,40,705
14,19,2021,46,37,34,1749,1108,2969
14,98,2021,76,41,43,1649,1097,3015
14,230,2021,65,54,105,4227,1569,5357
14,232,2021,25,15,25,662,525,1334
14,274,2021,26,0,2,1062,474,1265
14,284,2021,93,40,49,7304,1665,6640
14,302,2021,75,36,83,2767,1504,4371
14,354,2021,62,32,31,1124,548,2062
14,360,2021,54,37,32,1494,730,2271
14,370,2021,40,20,23,932,707,1855
14,392,2021,51,62,22,1869,1041,3202
14,448,2021,31,29,34,1302,836,2151
14,476,2021,34,26,46,1196,773,2011
14,497,2021,25,28,32,770,1064,1970
14,566,2021,45,54,54,1353,981,2396
14,567,2021,18,17,17,1001,641,1472
14,570,2021,57,47,90,2110,909,3192
14,635,2021,41,17,26,1445,1008,2404
14,637,2021,78,57,47,2111,923,3294
14,699,2021,45,21,60,1491,752,2371
14,709,2021,84,27,54,1649,949,2954
14,810,2021,51,36,50,1232,745,2185
15,46,2021,6,8,17,188,132,579
15,107,2021,8,8,3,155,721,1077
15,134,2021,16,6,19,152,279,678
15,158,2021,0,0,0,0,2,2
15,241,2021,0,0,0,15,15,24
15,288,2021,3,5,8,99,417,793
15,377,2021,23,32,68,565,1677,2709
15,418,2021,2,6,1,46,64,162
15,445,2021,13,20,13,202,553,934
15,453,2021,0,1,0,3,92,102
15,484,2021,13,26,17,284,982,1640
15,678,2021,22,22,24,673,1968,2866
15,697,2021,9,12,17,204,446,866
15,704,2021,14,11,13,320,297,959
15,775,2021,7,11,12,183,457,921
16,30,2021,7,18,112,404,643,1484
16,43,2021,6,4,26,103,320,509
16,60,2021,5,1,59,193,221,577
16,68,2021,6,12,77,272,596,1116
16,118,2021,8,8,101,527,515,1307
16,167,2021,0,0,0,0,0,16
16,169,2021,0,0,0,0,0,23
16,217,2021,8,16,47,130,417,706
16,250,2021,6,9,32,118,235,523
16,290,2021,4,6,33,139,213,535
16,343,2021,20,35,68,1498,2532,4118
16,389,2021,3,1,1,12,82,114
16,396,2021,12,17,38,217,804,1170
16,421,2021,4,4,25,58,285,420
16,444,2021,4,10,46,188,246,686
16,446,2021,12,11,46,203,283,767
16,461,2021,0,3,1,19,142,189
16,588,2021,8,18,32,98,407,822
16,595,2021,8,5,39,141,134,443
16,609,2021,0,0,0,8,4,15
16,610,2021,0,0,0,20,12,27
16,620,2021,14,32,43,173,1347,1832
16,624,2021,6,13,16,97,627,761
16,633,2021,6,11,17,88,430,581
16,652,2021,9,3,11,105,567,743
16,681,2021,3,8,29,348,200,629
16,711,2021,15,4,42,305,159,572
16,720,2021,12,14,118,1293,1051,2756
16,769,2021,12,14,18,157,785,1063
17,112,2021,62,46,57,1612,1540,2973
17,132,2021,136,32,14,281,298,844
17,143,2021,50,12,22,242,418,925
17,194,2021,51,34,24,671,172,1506
17,199,2021,91,32,99,1924,1643,3708
17,200,2021,4,0,3,421,140,384
17,218,2021,64,34,28,653,537,1562
17,254,2021,74,51,33,202,449,1865
17,265,2021,61,47,63,911,988,2418
17,267,2021,64,29,38,227,851,1263
17,278,2021,208,46,52,267,218,1036
17,299,2021,78,22,58,717,960,2282
17,345,2021,97,39,73,1853,575,3106
17,346,2021,8,1,8,315,48,251
17,347,2021,15,15,11,209,245,708
17,416,2021,126,13,13,112,52,403
17,423,2021,26,7,24,318,378,1090
17,458,2021,38,27,27,160,104,513
17,462,2021,34,30,26,265,143,622
17,561,2021,35,39,19,236,62,721
17,563,2021,93,28,63,617,755,2033
17,625,2021,32,24,31,546,220,979
17,628,2021,157,50,66,1025,542,2222
17,647,2021,84,71,54,237,423,1128
17,658,2021,70,30,16,468,118,900
17,693,2021,72,25,19,116,61,396
18,48,2021,39,15,15,400,1275,2255
18,62,2021,235,97,573,23182,8297,30283
18,61,2021,106,29,30,1624,2629,4915
18,81,2021,138,45,53,1365,3645,7393
18,82,2021,59,6,21,923,1581,3205
18,102,2021,52,14,13,404,1847,3471
18,104,2021,66,7,43,424,1357,3040
18,130,2021,63,16,23,915,977,2611
18,133,2021,40,11,7,354,845,1960
18,150,2021,31,10,17,517,1313,2726
18,152,2021,41,27,30,797,2216,4278
18,179,2021,23,6,6,328,956,1741
18,188,2021,42,11,17,552,1473,2768
18,204,2021,26,7,23,747,828,1856
18,203,2021,26,0,7,189,746,1297
18,247,2021,25,5,10,201,441,1100
18,277,2021,95,36,85,1101,1791,4537
18,296,2021,60,27,27,1205,2872,6071
18,298,2021,24,13,22,293,1128,2356
18,367,2021,15,4,12,239,328,971
18,422,2021,33,16,11,355,794,1901
18,426,2021,37,17,18,521,1070,2053
18,433,2021,40,13,21,356,1117,1858
18,487,2021,72,31,34,1534,2726,6120
18,488,2021,22,16,8,617,1642,2615
18,518,2021,28,11,25,1925,1258,3081
18,517,2021,68,19,47,955,1806,4383
18,605,2021,54,29,37,408,1728,3491
18,608,2021,16,0,1,1074,68,672
18,623,2021,75,19,52,1176,2155,4337
18,679,2021,56,23,25,898,2728,5516
18,766,2021,108,31,40,1359,2708,5593
18,771,2021,22,5,9,539,1591,2578
18,780,2021,43,11,7,246,2047,2976
18,809,2021,25,9,26,204,522,1592
19,13,2021,27,56,15,727,5771,9927
19,225,2021,37,62,11,743,10501,13192
19,224,2021,15,30,12,729,32452,34638
19,312,2021,21,54,10,505,3566,6196
19,380,2021,23,55,14,829,3974,7989
19,394,2021,22,125,15,414,1288,3942
19,431,2021,17,51,21,575,3449,6357
19,430,2021,31,46,13,528,3374,6536
19,439,2021,27,51,24,753,5099,8448
19,441,2021,5,14,11,666,1737,3996
19,440,2021,13,46,21,475,4073,7409
19,480,2021,21,83,24,1068,9101,13026
19,562,2021,53,85,13,716,4117,7721
19,576,2021,24,33,17,519,3112,5532
19,608,2021,2,0,0,506,23,362
19,752,2021,15,28,12,391,2894,4891
19,751,2021,39,69,12,716,8037,11486
19,764,2021,11,39,25,1068,3343,6591
19,763,2021,48,140,21,975,4201,9642
19,805,2021,19,65,8,247,2553,4256
21,15,2021,76,24,19,148,605,1262
21,34,2021,40,60,7,268,704,1435
21,39,2021,28,36,7,321,1076,2613
21,53,2021,55,55,7,281,1464,2447
21,74,2021,51,39,8,366,1047,1914
21,86,2021,55,120,19,500,1960,3278
21,97,2021,77,51,22,651,1384,3695
21,100,2021,99,146,40,6494,8991,15123
21,101,2021,7,0,0,2336,231,1448
21,123,2021,18,29,2,212,747,1135
21,148,2021,63,77,44,934,3006,5133
21,149,2021,73,111,24,764,2408,5180
21,181,2021,45,52,21,461,1089,3649
21,186,2021,53,25,19,441,1631,2614
21,196,2021,43,102,26,1573,3254,5434
21,201,2021,84,103,43,1212,3130,5547
21,214,2021,27,46,6,88,630,1038
21,279,2021,47,75,26,784,1868,3708
21,286,2021,137,75,90,5361,5149,11015
21,293,2021,25,53,15,260,613,1306
21,304,2021,64,59,28,799,2484,4078
21,318,2021,139,129,66,8480,8884,18569
21,319,2021,7,2,1,528,58,346
21,321,2021,97,107,39,2054,4475,10293
21,322,2021,4,3,2,921,109,615
21,353,2021,24,42,35,271,1279,2028
21,399,2021,45,62,8,442,1454,3228
21,406,2021,38,59,13,658,1904,2914
21,409,2021,43,39,13,909,2570,3874
21,485,2021,38,63,9,200,1391,2210
21,486,2021,37,49,26,829,2209,3542
21,504,2021,59,40,28,1064,1802,5160
21,536,2021,45,65,18,421,802,2949
21,545,2021,20,25,17,582,1129,2091
21,571,2021,35,48,10,303,1415,2277
21,614,2021,50,118,36,686,2640,4172
21,616,2021,43,90,26,866,2929,4609
21,630,2021,36,97,48,849,2005,3829
21,634,2021,52,91,26,1274,2267,5007
21,644,2021,95,131,106,1418,4006,8978
21,663,2021,70,83,20,1312,2696,5445
21,669,2021,36,61,12,402,1687,2712
21,671,2021,45,80,22,569,2073,3204
21,673,2021,49,50,13,941,611,3123
21,677,2021,14,18,11,149,264,1276
21,680,2021,58,93,27,702,2494,4911
21,688,2021,29,32,32,408,1550,2536
21,689,2021,45,82,26,896,2612,4315
21,695,2021,50,43,25,289,1094,2123
21,753,2021,44,76,23,460,1396,3240
21,772,2021,68,81,43,2710,5290,8411
21,774,2021,21,22,4,204,943,1404
21,788,2021,47,87,30,959,2573,4651
22,8,2021,110,78,82,4031,1376,7648
22,12,2021,49,30,40,1952,1224,4025
22,24,2021,17,22,20,2310,723,2931
22,23,2021,60,69,29,1815,1334,4228
22,42,2021,42,16,35,2236,897,3781
22,41,2021,62,18,16,1242,613,3214
22,79,2021,69,32,58,1405,669,4230
22,90,2021,37,23,12,1078,694,2077
22,120,2021,61,26,28,1423,1104,3902
22,141,2021,56,56,30,1609,1279,3828
22,209,2021,50,16,27,1119,634,2749
22,248,2021,83,20,5,269,231,957
22,271,2021,39,31,24,918,548,1947
22,301,2021,39,18,12,422,519,1743
22,338,2021,85,48,57,2318,1262,5518
22,339,2021,49,15,20,1248,577,3017
22,428,2021,67,42,38,2170,955,4114
22,459,2021,71,17,37,1109,959,3418
22,509,2021,207,221,221,29178,6464,32647
22,510,2021,13,3,9,4334,111,2471
22,525,2021,127,45,40,5506,2563,8063
22,526,2021,3,1,0,2151,73,1235
22,524,2021,70,44,25,1988,1144,3891
22,532,2021,93,32,52,1444,1528,5162
22,533,2021,44,20,18,441,418,1486
22,538,2021,41,25,16,4860,623,4512
22,537,2021,87,43,33,1588,1347,4989
22,540,2021,74,38,32,4874,825,5658
22,559,2021,42,30,28,936,735,3083
22,573,2021,59,26,36,1110,299,2967
22,597,2021,115,79,104,11158,2318,12622
22,598,2021,3,0,3,790,30,462
22,596,2021,157,87,64,4425,1757,7902
22,606,2021,39,7,7,794,570,1997
22,631,2021,17,30,12,611,388,1463
22,655,2021,57,40,22,1288,548,2743
22,662,2021,58,34,41,2362,993,4312
22,694,2021,14,11,10,275,208,792
22,706,2021,26,22,29,1319,411,1965
22,705,2021,111,53,43,1822,1126,4716
22,741,2021,131,79,92,7316,704,9653
22,740,2021,166,63,55,3390,964,6005
22,803,2021,39,34,26,1643,1116,3492
22,804,2021,38,13,27,998,644,2279
22,811,2021,85,44,54,2185,1609,5008
23,109,2021,6,2,18,87,122,311
23,138,2021,2,1,0,11,26,63
23,156,2021,7,0,7,29,15,71
23,158,2021,0,0,0,0,1,2
23,314,2021,17,11,36,164,135,509
23,315,2021,26,17,61,1008,398,1397
23,668,2021,3,0,5,40,60,161
23,735,2021,4,0,0,4,19,53
23,750,2021,10,21,39,137,222,585
23,773,2021,7,1,3,17,17,66
24,256,2021,11,3,12,132,97,237
24,258,2021,11,2,6,82,21,115
24,260,2021,22,8,25,347,102,533
24,326,2021,52,43,12,183,99,425
24,410,2021,38,42,20,610,211,943
24,412,2021,18,15,8,123,98,267
24,636,2021,21,17,4,123,73,235
25,10,2021,16,35,1,984,143,983
25,137,2021,4,10,0,209,21,199
25,427,2021,5,7,2,132,34,146
25,460,2021,1,2,1,65,12,64
25,468,2021,3,13,2,223,19,191
25,483,2021,3,4,0,73,12,85
25,648,2021,1,2,0,65,15,79
25,670,2021,1,4,0,59,23,74
26,212,2021,15,9,24,412,136,499
26,419,2021,0,0,0,0,13,13
26,424,2021,15,0,0,173,64,208
26,465,2021,1,1,1,22,1,18
26,501,2021,4,2,2,45,16,56
26,502,2021,6,2,0,19,9,42
26,583,2021,4,0,0,11,7,22
26,584,2021,4,3,0,23,12,48
26,765,2021,2,2,4,37,5,42
26,808,2021,2,1,2,50,18,65
26,812,2021,4,3,1,60,11,70
27,32,2021,71,63,44,1182,1614,3383
27,54,2021,63,75,111,1074,449,3741
27,67,2021,34,21,16,564,697,1737
27,84,2021,32,13,20,664,334,1698
